conceptId,arabicSynset,englishSynset,gloss,example,dataSourceId
41117,اسم الاشارة,NULL,ما وضع لمشار اليه ولم يلزم التعريف دَوْرِيَّاً أو بما هو أخفى منه أو بما هو مثله لأنه عرِف اسم الاشارة الاصطلاحيّة بالمشار اليه اللغوي المعلوم,NULL,38
41118,الاسم المنسوب,NULL,وهو الاسم الملحق بآخره ياء مشدّدة مكسورة ما قبلها علامة للنسبة اليه كما ألحقت التاء علامة للتأنيث نحو بصريّ وهاشميّ,NULL,38
41119,الاسواريّة,NULL,هم أصحاب الأسواري وافقوا النظاميّة فيما ذهبوا اليه وزادوا عليهم أن الله لا يقدر على ما أخبر بعدمه أو علم عدمه والانسان قادر عليه,NULL,38
41120,الاسكافية,NULL,أصحاب أبي جعفر الاسكاف قالوا أن الله تعالى لا يقدر على ظلم العقلاء بخلاف ظلم الصبيان والمجانين فإنّه يقدر عليه,NULL,38
41121,الاسحاقيّة,NULL,مثل النصيريّة قالوا حلّ الله في علي رضي الله عنه,NULL,38
41122,إِسْمَاعِيْلِيَّةٌ,NULL,وهم الذين اثبتوا الأمامة لاسماعيل بن جعفر الصادق ومن مذهبهم أن الله تعالى لا موجود ولا معدوم ولا عالم ولا جاهل ولا قادر ولا عاجز وكذلك في جميع الصفات وذلك لأنّ الاثبات للحقيقيّة تقتضي المشاركة بينه وبين الموجودات وهو تشبيه والنفي المطلق يقتضي مشاركته للمعدومات وهو تعطيل بل هو واهب هذه الصفات وربّ للمتضادّات,NULL,38
41123,إِشْمامٌ,NULL,تهيئة الشفتين بالتلفّظ بالضمّ ولكن لا يتلفّظ به تنبيهاً على ضمّ ما قبلها أو على ضمّة للحرف الموقوف عليها ولا يشعر به الأعمى,NULL,38
41124,الاشربة,NULL,وهي جمع شراب وهو كلّ مائع رقيق يشرب ولا يتأتّى فيه المضغ حراماً كان أو حلالاً,NULL,38
41125,إِشَارَةٌ,NULL,هو الثابت بنفس الصيغة من غير أن سيق له الكلام,NULL,38
41127,اِشْتِقاقٌ,NULL,نزع لفظ من آخر بشرط مناسبتهما معنى وتركيباً ومغايرتهما في الصيغة,NULL,38
41128,الاشتقاق الصغير,NULL,وهو أن يكون بين اللفظين تناسب في الحروف والترتيب نحو ضَرَبَ من الضرب,NULL,38
41129,الاشتقاق الكبير,NULL,وهو أن يكون بين اللفظين تناسب في اللفظ والمعنى دون ترتيب نحو جبذ من الجذب,NULL,38
41130,الاشتقاق الأكبر,NULL,وهو أن يكون بين اللفظين تناسب في المخرج نحو نعق من النهق,NULL,38
41131,الأشهر الحرم,NULL,أربعة رجب وذي القعدة وذو الحجة والمحرم واحد فرد وثلاثة سرد أي متتابعة,NULL,38
41134,إِصْرَارٌ,NULL,الإقامة على الذنب والعزم على فعل مثله,NULL,38
41135,اِصْطِلاحٌ,NULL,عبارة عن اتّفاق قوم على تسمية الشيء باسم ما ينقل عن موضعه الأول,NULL,38
41136,أصحاب الفرائض,NULL,وهم الذين لهم سهام مقدّرة,NULL,38
41137,الأصوات,NULL,كل لفظ حكى به صوت نحو غاق حكاية صوت الغراب أو صُوِّتَ به للبهائم نحو نخ الاناخة البعير وقاع لزجر الغنم,NULL,38
41138,إِضَافَةٌ,NULL,حالة نسبيّة متكرّرة بحيث لا يُعقَل أحديهما الا مع الأخرى كالأبوّة والنبوّة,NULL,38
41139,إِضَافَةٌ,NULL,هي النسبة العارضة للشيء بالقياس الى نسبة أخرى كالأبوّة والنبوّة,NULL,38
41140,الاضمار في العَروض,NULL,اسكان الحرف الثاني مثل اسكان تاء مُتَفاعِلُن ليبقى مُتْفاعِلُن فينقل الى مُستَفْعلن ويسمّى مضمراً,NULL,38
41141,إِضْمَارٌ,NULL,اسقاط الشيء لا معنى الاضمار قبل الذكر جائز في خمسة مواضع الاول في ضمير الشأن مثل هو زيد قائم والثاني في ضمير ربّ نحو ربّه رجلا والثالث في ضمير نِعمَ نحو نِعمَ رجلا زيد والرابع في تنازع الفعلين نحو ضربني وذكر مني زيداً والخامس في بَدَل المظهر عن المظلم نحو ضربته زيداً,NULL,38
41142,أُضْحِيَةٌ | أُضْحِيَّةٌ,NULL,اسم لما يذبح في أيام النحر بنيّة القربة الى الله تعالى,NULL,38
41143,إِضْرَابٌ,NULL,وهو الاعراض عن الشيء بعد الاقبال عليه نحو ضربت زيداً بل عَمْراً,NULL,38
41144,إِطْنَابٌ,NULL,أداء المقصود بأكثر من العبارة المتعارفة,NULL,38
41145,إِطْنَابٌ,NULL,أن يخبر للمطلوب يعني المعشوق بكلام طويل لأن كثرة الكلام عنه المطلوب مقصودة لأن كثرة الكلام توجب كثرة النظر هذا,NULL,38
41146,الاطراد,NULL,وهو أن تأتي بأسماء الممدوح أو غيره واسماء آبائه على ترتيب الولادة من غير تكلّف كقوله أن يقتلوك فقد ثَلَلْت عروشهم بعتبة بن الحارث بن شهاب يقال ثلّ الله عروشهم أي هدم مُلكَهم,NULL,38
41147,الأطرافيّة,NULL,هم عذّروا أهل الاطراف فيما لم يعرفوه من الشريعة ووافقوا أهل السنّة في أصولهم,NULL,38
41148,الأعمال,NULL,الاضطراب في العمل وهو أبلغ من العمل,NULL,38
41153,إِعْتَاقٌ,NULL,وهو إثبات القوّة الشرعيّة في المملوك,NULL,38
41154,اِعْتِبارٌ,NULL,أن يرى الدنيا للفَناء والعاملين فيها للموت وعمرانها للحراب وقيل الاعتبار اسم المعتبرة وهي روية فناء الدنيا كلّها باستعمال النظر في فناء جزئها وقيل الاعتبار من العبر وهو شط النهر والبحر يعني برئ المعتبر نفسه على حرف من مقامات الدنيا,NULL,38
41155,اِعْتِذارٌ,NULL,محو أثر الذنب,NULL,38
41156,إِعارَةٌ,NULL,هي تمليك المنافع بغير عوض ماليّ,NULL,38
41158,اِعْتِكَافٌ,NULL,هو في اللغة المقام والاحتباس,NULL,38
41159,اِعْتِكَافٌ,NULL,في الشرع لبِثَ صائم في مسجد جمعة بنيّة,NULL,38
41161,إِعْرابٌ,NULL,هو اختلاف آخر الكلمة باختلاف العوامل لفظاً وتقديراً,NULL,38
41162,أَعْرابِيٌّ,NULL,هو الجاهل من العرب,NULL,38
41164,إِعْلالٌ,NULL,تغيير حرف العلّة للتخفيف فقولنا تغيير شامل له ولتخفيف الهمزة والإبدال فلمّا قلنا حرف العلة خرج تخفيف الهمزة وبعض الابدال ممّا ليس بحرف العلّة كأصَيْلال في أصيلان لقرب المخرج بينهما ولمّا قلنا للتخفيف خرج نحو عاءَلم في عالم فبين تخفيف الهمزة والاعلال مباينة كليّة لأنّه تغيير حرف العلّة وبين الإبدال والاعلال عموم خصوص من وجه إن وُجِدا في نحو قال ووجد الاعلال بدون الابدال في يقول والابدال بدون الاعلال في أصيلان,NULL,38
41165,إِعْجَازٌ,NULL,في الكلام هو أن يؤدّى المعنى بطريق هو أبلغ من جميع ما عداه من الطرق,NULL,38
41167,إِغْمَاءٌ,NULL,وهو فتور غير أصليّ لا بمخدّر يزيل عمل القوى قوله غير أصليّ يخرج النوم وقوله لا بمخدّر يخرج الفتور بالمخدّرات وقوله يزيل عمل القوى يخرج العتة,NULL,38
41168,إِفْتَاءٌ,NULL,بيان حكم المسألة,NULL,38
41169,إِفْراطٌ,NULL,الفرق بين الإفراط والتفريط أن الإفراط يستعمل في تجاوز الحدّ من جانب الزيادة والكمال والتفريط يستعمل في تجاوز الحدّ من جانب النقصان والتقصير,NULL,38
41171,الأفق المبين,NULL,هي نهاية مقام القلب,NULL,38
41172,أفعال المقاربة,NULL,ما وضع لِدُنُوّ الخبر رجاءً أو حصولاً أو أخذاً فيه,NULL,38
41173,الأفعال الناقصة,NULL,ما وضع لتقرير الفاعل على صفة,NULL,38
41174,أفعال التعجّب,NULL,ما وضع لإنشاء التعجّب وله صيغتان ما أفعله وأفعِل بِ,NULL,38
41175,أفعال المدح والذمّ,NULL,ما وضع لإنشاء مدح أو ذمّ نحو نِعمَ وبئسَ,NULL,38
41176,اِفْتِرَاقٌ,NULL,كون الجوهرين في حيزين بحيث يمكن التفاصل بينهما,NULL,38
41177,إِقْدَامٌ,NULL,الأخذ عن إيجاد العقد والشروع في إحداثه,NULL,38
41178,إِقْرَارٌ,NULL,هو في الشرع إخبار بحقّ الآخر عليه,NULL,38
41179,اِقْتِباسٌ,NULL,وهو أن يضمّن الكلام نثراً كان أو نظماً شيئا من القرآن أو الحديث كقول ابن شمعون في وعظه يا قوم اصبروا على المحرمات وصابروا على المفترضات وراقبوا بالمراقبات واتّقوا الله في الخلوات ترفع لكم الدرجات وكقوله وإن تبدّلت بنا غيرنا فحسبنا الله ونعم الوكيل,NULL,38
41180,اِقْتِضَاءٌ,NULL,وهو طلب الفعل مع المنع عن الترك وهو الايجاب أو بدونه وهو الندب أو طلب الترك مع المنع عن الفعل وهو التحريم أو بدونه وهو الكراهة,NULL,38
41181,اقتضاء النصّ,NULL,عبارة عمّا لم يعمل النصّ الا بشرط تقدّم عليه فإنّ ذلك أمر اقتضاه النصّ بصحّة ما تناوله النصّ وإذا لم يصحّ لا يكون مضافاً الى النصّ فكان المقتضى كالثابت بالنصّ مثاله إذا قال الرجل لآخر اعتق عبدك هذا عنّي بألف درهم فاعتقه يكون العتق من الأمر كأنّه قال بع عبدك لي بألف درهم ثم كن وكيلاً لي بالاعتاق,NULL,38
